"rank","points","status","profile url","name","joined","gold medals","silver medals","bronze medals"
"2515","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/oysteijo","Øystein Schønning-Johansen","6 years ago","1","9","102"
"2516","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/sominwadhwa","Somin Wadhwa","6 years ago","2","4","60"
"2517","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/lystdo","icebai","6 years ago","4","3","57"
"2518","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/moizzz","Bruce","6 years ago","0","2","53"
"2519","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/nilanml","Nilan","6 years ago","0","0","67"
"2520","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jmbull","jmbull","6 years ago","1","5","115"
"2521","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/prashanththangavel","Prashanth Thangavel","6 years ago","0","2","52"
"2522","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/willkoehrsen","Will Koehrsen","5 years ago","0","2","76"
"2523","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/pedromlsreis","Pedro Reis","5 years ago","2","3","47"
"2524","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/dejavu23","deja vu","5 years ago","0","0","54"
"2525","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/serkanpeldek","Serkan Peldek","5 years ago","0","0","57"
"2526","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ruslankl","def me(x)","5 years ago","1","3","73"
"2527","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/nnnnick","Nick","4 years ago","2","0","55"
"2528","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/snocco","Stefano Nocco","4 years ago","0","1","63"
"2529","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/techguardian","Ilya Bakalets","4 years ago","1","2","57"
"2530","6","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/alokpratap","ALOK PRATAP","4 years ago","0","0","69"
"2531","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ogakulov","Oleksandr (Alex) Akulov","8 years ago","0","4","58"
"2532","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/robertkag","Robert","7 years ago","1","7","49"
"2533","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ravijeet","Ravijeet","7 years ago","0","2","53"
"2534","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/colinmorris","ColinMorris","7 years ago","3","0","49"
"2535","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/michaelsnell","MichaelS","7 years ago","0","7","67"
"2536","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/wrosinski","Wojtek Rosinski","6 years ago","6","5","44"
"2537","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/arthurtok","Anisotropic","6 years ago","1","4","113"
"2538","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/robertoruiz","RobertoR","6 years ago","4","8","63"
"2539","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/nathanlauga","Nathan Lauga","5 years ago","1","1","61"
"2540","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/karthik7395","Karthik Chowdary Tsaliki","5 years ago","0","1","55"
"2541","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/niyamatalmass","Niyamat Ullah","5 years ago","0","0","63"
"2542","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/kanncaa1","DATAI","5 years ago","0","2","84"
"2543","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/daftintrovert","Vishal Sharma","5 years ago","0","0","52"
"2544","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/kaushikp9","Kaushik Perika","4 years ago","0","0","74"
"2545","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/kageyama","kageyama","4 years ago","0","0","52"
"2546","5","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/shabbrikhan0015","Shabbir","4 years ago","0","2","48"
"2547","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/chefele","Christopher Hefele","12 years ago","3","7","56"
"2548","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ccccat","Sergey Yurgenson","12 years ago","4","14","109"
"2549","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/willieliao","Willie Liao","11 years ago","4","17","146"
"2550","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jscheibel","j_scheibel","11 years ago","2","2","70"
"2551","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/qwang88","Qingchen","11 years ago","8","16","85"
"2552","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/rudikruger","Rudi Kruger","10 years ago","1","5","106"
"2553","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/aamaia","amaia","9 years ago","2","8","42"
"2554","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/rakhlin","rakhlin","9 years ago","1","8","92"
"2555","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/cartographic","lewis","8 years ago","1","10","68"
"2556","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/dvasyukova","dune_dweller","8 years ago","14","17","48"
"2557","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/justfor","Justfor","8 years ago","5","2","63"
"2558","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/masumrumi","Masum Rumi","6 years ago","0","1","49"
"2559","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/aashita","Aashita Kesarwani","6 years ago","1","1","65"
"2560","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/danielv7","Daniel Vaughan","5 years ago","0","0","61"
"2561","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/justjun0321","Wei Chun Chang","5 years ago","0","0","60"
"2562","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/josh24990","Joshua Reed","4 years ago","0","0","73"
"2563","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/dinuuu","dineshbarri","4 years ago","0","4","51"
"2564","4","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/gonnel","NelsonGon","4 years ago","0","1","61"
"2565","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/blindape","José A. Guerrero","12 years ago","3","5","48"
"2566","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/smcinerney","Stephen McInerney","11 years ago","0","5","73"
"2567","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/alexey2004","Alex K","10 years ago","1","3","71"
"2568","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/adjgiulio","Giulio","9 years ago","12","18","145"
"2569","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/nagadomi","nagadomi","9 years ago","2","12","40"
"2570","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jeffhebert","JeffH","8 years ago","4","12","70"
"2571","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/dmenin","Diego","8 years ago","3","3","62"
"2572","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/fernandoconstantino","Fernando Constantino","8 years ago","5","7","55"
"2573","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/umeshnarayanappa","Umesh","8 years ago","0","2","71"
"2574","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/gimunu","giim","7 years ago","1","1","51"
"2575","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/remap1","Gerard Toonstra","7 years ago","3","13","68"
"2576","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/captcalculator","Troy Walters","7 years ago","0","5","62"
"2577","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/craigglastonbury","Craig Glastonbury","7 years ago","1","5","44"
"2578","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/huguera","Hugo Pinto","6 years ago","1","3","47"
"2579","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/hisuka","Oussama Errabia","6 years ago","0","8","77"
"2580","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/lxs0202","StuartLu","6 years ago","2","4","53"
"2581","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/apryor6","Alan ""AJ"" Pryor, Ph.D.","6 years ago","3","5","95"
"2582","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/arjundas","ADM","6 years ago","0","0","58"
"2583","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jcuypers","xentropist","5 years ago","2","3","60"
"2584","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/kueipo","Kueipo","5 years ago","0","3","58"
"2585","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/heyt0ny","Anton Mashikhin","5 years ago","1","3","52"
"2586","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/obrienmitch94","Mitchell O'Brien","4 years ago","0","0","59"
"2587","3","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/mahbubrob","Mahbub","4 years ago","0","1","62"
"2588","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/salimali","Sali Mali","12 years ago","2","2","81"
"2589","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/wacaxx","wacax","11 years ago","5","4","53"
"2590","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/juliandewit","Julian de Wit","10 years ago","6","9","48"
"2591","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/thakurrajanand","DataGeek","10 years ago","2","11","77"
"2592","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/clustifier","clustifier","10 years ago","1","4","57"
"2593","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/bensolucky","Ben S","10 years ago","4","6","71"
"2594","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/iangoodfellow","Ian Goodfellow","10 years ago","1","2","80"
"2595","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/davidthaler","David Thaler","9 years ago","10","9","99"
"2596","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/alexandrebarachant","Alexandre Barachant","9 years ago","5","12","61"
"2597","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jfkingiii","James King","9 years ago","4","16","116"
"2598","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/elenacuoco","Elena Cuoco","9 years ago","4","3","53"
"2599","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/asimkievich","Alejandro Simkievich","9 years ago","8","11","54"
"2600","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/aikinogard","Li Li","8 years ago","1","3","54"
"2601","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/carrdelling","CarrDelling","8 years ago","2","2","54"
"2602","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/levink","Levin Kuhlmann","8 years ago","3","1","57"
"2603","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/snowdog","Snow Dog","8 years ago","0","1","72"
"2604","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/maheshdadhich","BuryBuryZymon","8 years ago","0","1","50"
"2605","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/bitsofbits","Tim Hochberg","8 years ago","4","8","81"
"2606","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/apapiu","Alexandru Papiu","7 years ago","2","5","53"
"2607","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/rdslater","Ronin","7 years ago","1","3","63"
"2608","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/rteja1113","Ravi Teja Gutta","7 years ago","1","2","48"
"2609","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jihyeseo","Jihye Sofia Seo","6 years ago","0","0","59"
"2610","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ericlikedata","Eric Chan","6 years ago","0","2","50"
"2611","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/davidfumo","Ragnar","6 years ago","1","2","57"
"2612","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/gw00207","geher","6 years ago","0","2","62"
"2613","2","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/eikedehling","Eike Dehling","5 years ago","0","2","60"
"2614","1","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/sashikanthdareddy","Sashikanth Dareddy","11 years ago","2","4","80"
"2615","1","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/srt19170","Net Prophet","11 years ago","1","5","61"
"2616","1","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/leustagos","Leustagos","11 years ago","7","11","199"
"2617","1","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/zygmunt","Foxtrot","11 years ago","11","9","79"
"2618","1","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/adamwoz","Adam","9 years ago","1","6","47"
"2619","1","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/phunter","phunter","9 years ago","1","7","91"
